1,0.42,0.81,-0.02,-0.17,-0.07,0.22
0.42,1,0.47,0.03,0,-0.1,0.19
0.81,0.47,1,-0.09,-0.24,-0.16,0.29
-0.02,0.03,-0.09,1,0.5,0.12,-0.1
-0.17,0,-0.24,0.5,1,0.14,-0.3
-0.07,-0.1,-0.16,0.12,0.14,1,-0.2
0.22,0.19,0.29,-0.1,-0.3,-0.2,1
